stem,root,class,mode,voice,modification
cakftAna,kft#1,,perf,atma,
cakftvAn,kft#1,,perf,para,
cakfpARa,kfp,,perf,atma,
cakfpvAn,kfp,,perf,para,
cakfvAn,kf#1,,perf,para,
cakfSAna,kfS,,perf,atma,
cakfSvAn,kfS,,perf,para,
cakfzARa,kfz,,perf,atma,
cakfzvAn,kfz,,perf,para,
cakxpAna,kxp,,perf,atma,
cakraRvAn,kram,,perf,para,
cakrandAna,krand,,perf,atma,
cakrandvAn,krand,,perf,para,
cakramARa,kram,,perf,atma,
cakrARa,kf#1,,perf,atma,
cakvaTAna,kvaT,,perf,atma,
cakvaTvAn,kvaT,,perf,para,
cakzaRIya,cakz,,fut,pass,
cakzaRvAn,kzan,,perf,para,
cakzadAna,kzad,,perf,atma,
cakzadvAn,kzad,,perf,para,
cakzanAna,kzan,,perf,atma,
cakzapARa,kzap,,perf,atma,
cakzapvAn,kzap,,perf,para,
cakzamARa,kzam,,perf,atma,
cakzarARa,kzar,,perf,atma,
cakzarvAn,kzar,,perf,para,
cakzalAna,kzal,,perf,atma,
cakzalvAn,kzal,,perf,para,
cakzARa,cakz,2,pres,atma,
cakzyamAna,cakz,,fut,atma,
cakzyamAna,cakz,,pres,pass,
cakzya,cakz,,fut,pass,
caKaqAna,Kaq,,perf,atma,
caKaqvAn,Kaq,,perf,para,
caKaRqAna,KaRq,,perf,atma,
caKaRqvAn,KaRq,,perf,para,
caKAdAna,KAd,,perf,atma,
caKAdvAn,KAd,,perf,para,
caKelAna,Kel,,perf,atma,
caKelAna,KelA#2,,perf,atma,
caKelvAn,Kel,,perf,para,
caKelvAn,KelA#2,,perf,para,
caKnAna,Kan,,perf,atma,
caKnivAn,Kan,,perf,para,
caKyAna,KyA,,perf,atma,
caKyivAn,KyA,,perf,para,
caNkramat,kram,,pres,para,intens
caNkramyamAna,kram,,pres,atma,intens
cacakzARa,cakz,,perf,atma,
cacezwAna,cezw,,perf,atma,
cacezwvAn,cezw,,perf,para,
cacorARa,cor,,perf,atma,
cacorvAn,cor,,perf,para,
cacCadAna,Cad#1,,perf,atma,
cacCadvAn,Cad#1,,perf,para,
cacCandAna,Cand,,perf,atma,
cacCandvAn,Cand,,perf,para,
cacCalAna,Cal,,perf,atma,
cacCalvAn,Cal,,perf,para,
cawat,caw,1,pres,para,
cawanIya,caw,,fut,pass,
cawamAna,caw,1,pres,atma,
cawitavat,caw,,past,active,
cawita,caw,,past,pass,
cawwavya,caw,,fut,pass,
cawyamAna,caw,,pres,pass,
cawya,caw,,fut,pass,
cawsyat,caw,,fut,para,
cawsyamAna,caw,,fut,atma,
catat,cat,1,pres,para,
cattavat,cat,,past,active,
catta,cat,,past,pass,
cantavat,cam,,past,active,
cantavya,cam,,fut,pass,
canta,cam,,past,pass,
canttavya,cand,,fut,pass,
cantsyat,cand,,fut,para,
cantsyamAna,cand,,fut,atma,
candat,cand,1,pres,para,
candanIya,cand,,fut,pass,
candamAna,cand,1,pres,atma,
canditavat,cand,,past,active,
candita,cand,,past,pass,
candyamAna,cand,,pres,pass,
candya,cand,,fut,pass,
camat,cam,1,pres,para,
camanIya,cam,,fut,pass,
camamAna,cam,1,pres,atma,
camyamAna,cam,,pres,pass,
camya,cam,,fut,pass,
cayanIya,ci,,fut,pass,
caraRIya,car,,fut,pass,
carat,car,1,pres,para,
caramAna,car,1,pres,atma,
caritavat,car,,past,active,
caritavya,car,,fut,pass,
carita,car,,past,pass,
carizyat,car,,fut,para,
carizyamAna,car,,fut,atma,
carkarat,kf#2,,pres,para,intens
carcanIya,carc,,fut,pass,
carcayat,carc,10,pres,para,
carcayamAna,carc,10,pres,atma,
carcayitavya,carc,,fut,pass,
carcayizyat,carc,,fut,para,
carcayizyamAna,carc,,fut,atma,
carcitavat,carc,,past,active,
carcita,carc,,past,pass,
carcyamAna,carc,,pres,pass,
carcya,carc,,fut,pass,
caryamAna,car,,pres,pass,
carya,car,,fut,pass,
calat,cal,1,pres,para,
calanIya,cal,,fut,pass,
calamAna,cal,1,pres,atma,
calitavat,cal,,past,active,
calitavya,cal,,fut,pass,
calita,cal,,past,pass,
calizyat,cal,,fut,para,
calizyamAna,cal,,fut,atma,
calyamAna,cal,,pres,pass,
calya,cal,,fut,pass,
cazwavat,cakz,,past,active,
cazwavya,cakz,,fut,pass,
cazwa,cakz,,past,pass,
caskandAna,skand,,perf,atma,
caskandvAn,skand,,perf,para,
casKalAna,sKal,,perf,atma,
casKalvAn,sKal,,perf,para,
cAkaSat,kAS,,pres,para,intens
cAtanIya,cat,,fut,pass,caus
cAtayat,cat,,pres,para,caus
cAtayamAna,cat,,pres,atma,caus
cAtayitavya,cat,,fut,pass,caus
cAtayizyat,cat,,fut,para,caus
cAtayizyamAna,cat,,fut,atma,
cAtayizyamAna,cat,,fut,atma,caus
cAtitavat,cat,,past,active,caus
cAtita,cat,,past,pass,caus
cAtyamAna,cat,,pres,pass,caus
cAtya,cat,,fut,pass,caus
cAyya,ci,,fut,pass,
cAraRIya,car,,fut,pass,caus
cArayat,car,,pres,para,caus
cArayamAna,car,,pres,atma,caus
cArayitavya,car,,fut,pass,caus
cArayizyat,car,,fut,para,caus
cArayizyamAna,car,,fut,atma,
cArayizyamAna,car,,fut,atma,caus
cAritavat,car,,past,active,caus
cArita,car,,past,pass,caus
cAryamAna,car,,pres,pass,caus
cArya,car,,fut,pass,caus
cAlanIya,cal,,fut,pass,caus
cAlayat,cal,,pres,para,caus
cAlayamAna,cal,,pres,atma,caus
cAlayitavya,cal,,fut,pass,caus
cAlayizyat,cal,,fut,para,caus
cAlayizyamAna,cal,,fut,atma,
cAlayizyamAna,cal,,fut,atma,caus
cAlitavat,cal,,past,active,caus
cAlita,cal,,past,pass,caus
cAlyamAna,cal,,pres,pass,caus
cAlya,cal,,fut,pass,caus
cikitAna,cit#1,,perf,atma,
cikitvAn,cit#1,,perf,para,
cikitsat,cit#1,,pres,para,desid
cikitsanIya,cit#1,,fut,pass,desid
cikitsitavat,cit#1,,past,active,desid
cikitsita,cit#1,,past,pass,desid
cikivAn,ci,,perf,para,
cikIrtAna,kIrt,,perf,atma,
cikIrtvAn,kIrt,,perf,para,
cikIrzaRIya,kf#1,,fut,pass,desid
cikIrzat,kf#1,,pres,para,desid
cikIrzamAna,kf#1,,pres,atma,desid
cikIrzitavat,kf#1,,past,active,desid
cikIrzita,kf#1,,past,pass,desid
cikIsat,ci,,pres,para,desid
cikIsanIya,ci,,fut,pass,desid
cikIsitavat,ci,,past,active,desid
cikIsita,ci,,past,pass,desid
cikyAna,ci,,perf,atma,
cikrIqAna,krIq,,perf,atma,
cikrIqvAn,krIq,,perf,para,
cikrIvAn,krI,,perf,para,
cikrIzamAna,krI,,pres,atma,desid
cikrIzitavat,krI,,past,active,desid
cikrIzita,krI,,past,pass,desid
cikryARa,krI,,perf,atma,
cikliSAna,kliS,,perf,atma,
cikliSvAn,kliS,,perf,para,
cikzipARa,kzip,,perf,atma,
cikzipvAn,kzip,,perf,para,
cikzivAn,kzi,,perf,para,
cikzIvAn,kzI,,perf,para,
cikzyARa,kzi,,perf,atma,
cikzyARa,kzI,,perf,atma,
ciKidAna,Kid,,perf,atma,
ciKidvAn,Kid,,perf,para,
cicikitsvAn,cit#1,,perf,para,desid
cicikIrvAn,ci,,perf,para,desid
cicikIrzARa,kf#1,,perf,atma,desid
cicikIrzvAn,kf#1,,perf,para,desid
cicikrIzARa,krI,,perf,atma,desid
cicitrARa,citr,,perf,atma,
cicitrvAn,citr,,perf,para,
cicCidAna,Cid#1,,perf,atma,
cicCidvAn,Cid#1,,perf,para,
citavat,ci,,past,active,
cita,ci,,past,pass,
cittavat,cit#1,,past,active,
citta,cit#1,,past,pass,
cityamAna,cit#1,,pres,pass,
citrayizyat,citr,,fut,para,
citrayizyamAna,citr,,fut,atma,
citritavat,citr,,past,active,
citrita,citr,,past,pass,
citrIyat,citr,10,pres,para,
citrIyamAna,citr,10,pres,atma,
citrIyitavya,citr,,fut,pass,
citryamAna,citr,,pres,pass,
cintanIya,cint,,fut,pass,
cintayat,cint,10,pres,para,
cintayAna,cint,10,pres,atma,
cintayitavya,cint,,fut,pass,
cintitavat,cint,,past,active,
cintita,cint,,past,pass,
cintya,cint,,fut,pass,
cinvat,ci,5,pres,para,
cinvAna,ci,5,pres,atma,
cIyamAna,ci,,pres,pass,
cukucAna,kuc,,perf,atma,
cukucvAn,kuc,,perf,para,
cukuwAna,kuw,,perf,atma,
cukuwwAna,kuww,,perf,atma,
cukuwwvAn,kuww,,perf,para,
cukuwvAn,kuw,,perf,para,
cukuRWAna,kuRW,,perf,atma,
cukuRWvAn,kuRW,,perf,para,
cukuRqAna,kuRq,,perf,atma,
cukuRqvAn,kuRq,,perf,para,
cukutsAna,kuts,,perf,atma,
cukutsvAn,kuts,,perf,para,
cukunTAna,kunT,,perf,atma,
cukunTvAn,kunT,,perf,para,
cukupAna,kup,,perf,atma,
cukupvAn,kup,,perf,para,
cukulAna,kul,,perf,atma,
cukulvAn,kul,,perf,para,
cukuzuRvAn,kusum,,perf,para,
cukuzumARa,kusum,,perf,atma,
cukUjAna,kUj,,perf,atma,
cukUjvAn,kUj,,perf,para,
cukruYcAna,kruYc#1,,perf,atma,
cukruYcvAn,kruYc#1,,perf,para,
cukruDAna,kruD#1,,perf,atma,
cukruDvAn,kruD#1,,perf,para,
cukruSAna,kruS,,perf,atma,
cukruSvAn,kruS,,perf,para,
cukvAna,kU,,perf,atma,
cukzudAna,kzud,,perf,atma,
cukzudvAn,kzud,,perf,para,
cukzuDAna,kzuD#1,,perf,atma,
cukzuDvAn,kzuD#1,,perf,para,
cukzuBARa,kzuB,,perf,atma,
cukzuBvAn,kzuB,,perf,para,
cukzuvAn,kzu,,perf,para,
cukzUzaRIya,kzu,,fut,pass,desid
cukzUzat,kzu,,pres,para,desid
cukzUzitavat,kzu,,past,active,desid
cukzUzita,kzu,,past,pass,desid
cukzvARa,kzu,,perf,atma,
cucukzUzvAn,kzu,,perf,para,desid
cucudAna,cud,,perf,atma,
cucudvAn,cud,,perf,para,
cucumbAna,cumb,,perf,atma,
cucumbvAn,cumb,,perf,para,
cucUrRAna,cUrR,,perf,atma,
cucUrRvAn,cUrR,,perf,para,
cucyuvAn,cyu,,perf,para,
cucyvAna,cyu,,perf,atma,
cuditavat,cud,,past,active,
cudita,cud,,past,pass,
cudyamAna,cud,,pres,pass,
cumbat,cumb,1,pres,para,
cumbamAna,cumb,1,pres,atma,
cumbitavat,cumb,,past,active,
cumbita,cumb,,past,pass,
cumbyamAna,cumb,,pres,pass,
cUrRayat,cUrR,10,pres,para,
cUrRayamAna,cUrR,10,pres,atma,
cUrRayitavya,cUrR,,fut,pass,
cUrRayizyat,cUrR,,fut,para,
cUrRayizyamAna,cUrR,,fut,atma,
cUrRitavat,cUrR,,past,active,
cUrRita,cUrR,,past,pass,
cUrRyamAna,cUrR,,pres,pass,
cUrRya,cUrR,,fut,pass,
cecrARa,carc,,perf,atma,
cecrivAn,carc,,perf,para,
cewAna,caw,,perf,atma,
cewivAn,caw,,perf,para,
cetat,cit#1,1,pres,para,
cetanIya,cit#1,,fut,pass,
cetanIya,cit#1,,fut,pass,caus
cetamAna,cit#1,1,pres,atma,
cetayat,cit#1,,pres,para,caus
cetayamAna,cit#1,,pres,atma,caus
cetayitavya,cit#1,,fut,pass,caus
cetayizyat,cit#1,,fut,para,caus
cetayizyamAna,cit#1,,fut,atma,
cetayizyamAna,cit#1,,fut,atma,caus
cetavya,ci,,fut,pass,
cetitavat,cit#1,,past,active,caus
cetitavya,cit#1,,fut,pass,
cetita,cit#1,,past,pass,caus
cetizyat,cit#1,,fut,para,
cetizyamAna,cit#1,,fut,atma,
cetyamAna,cit#1,,pres,pass,caus
cetya,cit#1,,fut,pass,
cetya,cit#1,,fut,pass,caus
cetraRIya,citr,,fut,pass,
cetrya,citr,,fut,pass,
cednAna,cand,,perf,atma,
cednivAn,cand,,perf,para,
cemAna,cam,,perf,atma,
cemivAn,cam,,perf,para,
ceya,ci,,fut,pass,
cerARa,car,,perf,atma,
cerivAn,car,,perf,para,
celAna,cal,,perf,atma,
celivAn,cal,,perf,para,
cezwat,cezw,1,pres,para,
cezwanIya,cezw,,fut,pass,
cezwanIya,cezw,,fut,pass,caus
cezwamAna,cezw,1,pres,atma,
cezwayat,cezw,,pres,para,caus
cezwayamAna,cezw,,pres,atma,caus
cezwayitavya,cezw,,fut,pass,caus
cezwayizyat,cezw,,fut,para,caus
cezwayizyamAna,cezw,,fut,atma,
cezwayizyamAna,cezw,,fut,atma,caus
cezwitavat,cezw,,past,active,
cezwitavat,cezw,,past,active,caus
cezwita,cezw,,past,pass,
cezwita,cezw,,past,pass,caus
cezwwavya,cezw,,fut,pass,
cezwyamAna,cezw,,pres,pass,
cezwyamAna,cezw,,pres,pass,caus
cezwya,cezw,,fut,pass,
cezwya,cezw,,fut,pass,caus
cezwsyat,cezw,,fut,para,
cezwsyamAna,cezw,,fut,atma,
cezyat,ci,,fut,para,
cezyamAna,ci,,fut,atma,
codat,cud,1,pres,para,
codanIya,cud,,fut,pass,
codanIya,cud,,fut,pass,caus
codamAna,cud,1,pres,atma,
codayat,cud,,pres,para,caus
codayamAna,cud,,pres,atma,caus
codayitavya,cud,,fut,pass,caus
codayizyat,cud,,fut,para,caus
codayizyamAna,cud,,fut,atma,
codayizyamAna,cud,,fut,atma,caus
coditavat,cud,,past,active,caus
codita,cud,,past,pass,caus
codyamAna,cud,,pres,pass,caus
codya,cud,,fut,pass,
codya,cud,,fut,pass,caus
copanIya,kup,,fut,pass,caus
copayat,kup,,pres,para,caus
copayamAna,kup,,pres,atma,caus
copayitavya,kup,,fut,pass,caus
copayizyat,kup,,fut,para,caus
copayizyamAna,kup,,fut,atma,
copayizyamAna,kup,,fut,atma,caus
copitavat,kup,,past,active,caus
copita,kup,,past,pass,caus
copyamAna,kup,,pres,pass,caus
copya,kup,,fut,pass,caus
comptavya,cumb,,fut,pass,
compsyat,cumb,,fut,para,
compsyamAna,cumb,,fut,atma,
combanIya,cumb,,fut,pass,
combya,cumb,,fut,pass,
coraRIya,cor,,fut,pass,
corayat,cor,10,pres,para,
corayamAna,cor,10,pres,atma,
corayitavya,cor,,fut,pass,
corayizyat,cor,,fut,para,
corayizyamAna,cor,,fut,atma,
coritavat,cor,,past,active,
corita,cor,,past,pass,
corRanIya,cUrR,,fut,pass,
coryamAna,cor,,pres,pass,
corya,cor,,fut,pass,
cyavat,cyu,1,pres,para,
cyavanIya,cyu,,fut,pass,
cyavamAna,cyu,1,pres,atma,
cyutavat,cyu,,past,active,
cyuta,cyu,,past,pass,
cyUyamAna,cyu,,pres,pass,
cyotavya,cyu,,fut,pass,
cyoya,cyu,,fut,pass,
cyozyat,cyu,,fut,para,
cyozyamAna,cyu,,fut,atma,
Cattavya,Cad#1,,fut,pass,
Catsyat,Cad#1,,fut,para,
CatsyamAna,Cad#1,,fut,atma,
Cadat,Cad#1,1,pres,para,
CadanIya,Cad#1,,fut,pass,
CadamAna,Cad#1,1,pres,atma,
CadyamAna,Cad#1,,pres,pass,
Cadya,Cad#1,,fut,pass,
Canttavya,Cand,,fut,pass,
Cantsyat,Cand,,fut,para,
CantsyamAna,Cand,,fut,atma,
Candat,Cand,1,pres,para,
CandanIya,Cand,,fut,pass,
CandanIya,Cand,,fut,pass,caus
CandamAna,Cand,1,pres,atma,
Candayat,Cand,,pres,para,caus
CandayamAna,Cand,,pres,atma,caus
Candayitavya,Cand,,fut,pass,caus
Candayizyat,Cand,,fut,para,caus
CandayizyamAna,Cand,,fut,atma,
CandayizyamAna,Cand,,fut,atma,caus
Canditavat,Cand,,past,active,
Canditavat,Cand,,past,active,caus
Candita,Cand,,past,pass,
Candita,Cand,,past,pass,caus
CandyamAna,Cand,,pres,pass,
CandyamAna,Cand,,pres,pass,caus
Candya,Cand,,fut,pass,
Candya,Cand,,fut,pass,caus
Cannavat,Cad#1,,past,active,
Canna,Cad#1,,past,pass,
Canlayat,Cal,10,pres,para,
CanlayamAna,Cal,10,pres,atma,
Canlayitavya,Cal,,fut,pass,
CalanIya,Cal,,fut,pass,
Calayizyat,Cal,,fut,para,
CalayizyamAna,Cal,,fut,atma,
Calitavat,Cal,,past,active,
Calita,Cal,,past,pass,
CalyamAna,Cal,,pres,pass,
Calya,Cal,,fut,pass,
CAdanIya,Cad#1,,fut,pass,caus
CAdayat,Cad#1,,pres,para,caus
CAdayamAna,Cad#1,,pres,atma,caus
CAdayitavya,Cad#1,,fut,pass,caus
CAdayizyat,Cad#1,,fut,para,caus
CAdayizyamAna,Cad#1,,fut,atma,
CAdayizyamAna,Cad#1,,fut,atma,caus
CAditavat,Cad#1,,past,active,caus
CAdita,Cad#1,,past,pass,caus
CAdyamAna,Cad#1,,pres,pass,caus
CAdya,Cad#1,,fut,pass,caus
CidyamAna,Cid#1,,pres,pass,
Cindat,Cid#1,7,pres,para,
CindAna,Cid#1,7,pres,atma,
Cinnavat,Cid#1,,past,active,
Cinna,Cid#1,,past,pass,
CuraRIya,Cur,,fut,pass,caus
Curayat,Cur,,pres,para,caus
CurayamAna,Cur,,pres,atma,caus
Curayitavya,Cur,,fut,pass,caus
Curayizyat,Cur,,fut,para,caus
CurayizyamAna,Cur,,fut,atma,
CurayizyamAna,Cur,,fut,atma,caus
Curitavat,Cur,,past,active,caus
Curita,Cur,,past,pass,caus
CuryamAna,Cur,,pres,pass,caus
Curya,Cur,,fut,pass,caus
Cettavya,Cid#1,,fut,pass,
Cetsyat,Cid#1,,fut,para,
CetsyamAna,Cid#1,,fut,atma,
CedanIya,Cid#1,,fut,pass,
CedanIya,Cid#1,,fut,pass,caus
Cedayat,Cid#1,,pres,para,caus
CedayamAna,Cid#1,,pres,atma,caus
Cedayitavya,Cid#1,,fut,pass,caus
Cedayizyat,Cid#1,,fut,para,caus
CedayizyamAna,Cid#1,,fut,atma,
CedayizyamAna,Cid#1,,fut,atma,caus
Ceditavat,Cid#1,,past,active,caus
Cedita,Cid#1,,past,pass,caus
CedyamAna,Cid#1,,pres,pass,caus
Cedya,Cid#1,,fut,pass,
Cedya,Cid#1,,fut,pass,caus
jaMsyat,jam,,fut,para,
jaMsyamAna,jam,,fut,atma,
jaHsyat,jas,,fut,para,
jaHsyamAna,jas,,fut,atma,
jakzaRIya,jakz,,fut,pass,
jakzat,jakz,2,pres,para,
jakzat,jakz,1,pres,para,
jakzamAna,jakz,1,pres,atma,
jakzARa,jakz,2,pres,atma,
jakzitavya,jakz,,fut,pass,
jakzizyat,jakz,,fut,para,
jakzizyamAna,jakz,,fut,atma,
jakzyamAna,jakz,,pres,pass,
jakzya,jakz,,fut,pass,
jagajAna,gaj,,perf,atma,
jagajvAn,gaj,,perf,para,
jagaRAna,gaR,,perf,atma,
jagaRvAn,gaR,,perf,para,
jagadAna,gad,,perf,atma,
jagadvAn,gad,,perf,para,
jagarARa,gF#1,,perf,atma,
jagarARa,gF#2,,perf,atma,
jagardAna,gard,,perf,atma,
jagardvAn,gard,,perf,para,
jagarvARa,garv,,perf,atma,
jagarvAn,gF#1,,perf,para,
jagarvAn,gF#2,,perf,para,
jagarvvAn,garv,,perf,para,
jagarhARa,garh,,perf,atma,
jagarhvAn,garh,,perf,para,
jagalAna,gal,,perf,atma,
jagalBAna,galB,,perf,atma,
jagalBvAn,galB,,perf,para,
jagalvAn,gal,,perf,para,
jagAna,gA#1,,perf,atma,
jagAna,gA#2,,perf,atma,
jagAhAna,gAh,,perf,atma,
jagAhvAn,gAh,,perf,para,
jagivAn,gA#1,,perf,para,
jagivAn,gA#2,,perf,para,
jagfDAna,gfD,,perf,atma,
jagfDvAn,gfD,,perf,para,
jagfhARa,grah,,perf,atma,
jagfhvAn,grah,,perf,para,
jagDavat,jakz,,past,active,
jagDa,jakz,,past,pass,
jagmAna,gam,,perf,atma,
jagmivAn,gam,,perf,para,
jagraTAna,graT,,perf,atma,
jagraTvAn,graT,,perf,para,
jagrasAna,gras,,perf,atma,
jagrasvAn,gras,,perf,para,
jaglAna,glE,,perf,atma,
jaglivAn,glE,,perf,para,
jaGawAna,Gaw,,perf,atma,
jaGawwAna,Gaww,,perf,atma,
jaGawwvAn,Gaww,,perf,para,
jaGawvAn,Gaw,,perf,para,
jaGfvAn,Gf,,perf,para,
jaGfzARa,Gfz,,perf,atma,
jaGfzvAn,Gfz,,perf,para,
jaGnAna,han#1,,perf,atma,
jaGnivAn,han#1,,perf,para,
jaGrARa,Gf,,perf,atma,
jaGrARa,GrA,,perf,atma,
jaGrivAn,GrA,,perf,para,
jaNGAt,han#1,,pres,para,intens
jajarARa,jF,,perf,atma,
jajarvAn,jF,,perf,para,
jajAgfvAn,jAgf,,perf,para,
jajAgrARa,jAgf,,perf,atma,
jajfmBARa,jfmB,,perf,atma,
jajfmBvAn,jfmB,,perf,para,
jajYAna,jan,,perf,atma,
jajYAna,jYA#1,,perf,atma,
jajYivAn,jan,,perf,para,
jajYivAn,jYA#1,,perf,para,
jajvarARa,jvar,,perf,atma,
jajvarvAn,jvar,,perf,para,
jajvalAna,jval,,perf,atma,
jajvalvAn,jval,,perf,para,
janat,jan,1,pres,para,
jananIya,jan,,fut,pass,
jananIya,jan,,fut,pass,caus
janamAna,jan,1,pres,atma,
janayat,jan,,pres,para,caus
janayamAna,jan,,pres,atma,caus
janayitavya,jan,,fut,pass,caus
janayizyat,jan,,fut,para,caus
janayizyamAna,jan,,fut,atma,
janayizyamAna,jan,,fut,atma,caus
janitavat,jan,,past,active,caus
janitavya,jan,,fut,pass,
janita,jan,,past,pass,caus
janizyat,jan,,fut,para,
janizyamAna,jan,,fut,atma,
jantavat,jam,,past,active,
jantavya,jam,,fut,pass,
janta,jam,,past,pass,
janyamAna,jan,,pres,pass,
janyamAna,jan,,pres,pass,caus
janya,jan,,fut,pass,
janya,jan,,fut,pass,caus
japat,jap,1,pres,para,
japanIya,jap,,fut,pass,
japamAna,jap,1,pres,atma,
japitavya,jap,,fut,pass,
japizyat,jap,,fut,para,
japizyamAna,jap,,fut,atma,
japtavat,jap,,past,active,
japta,jap,,past,pass,
japyamAna,jap,,pres,pass,
japya,jap,,fut,pass,
japsyat,jaB#1,,fut,para,
japsyat,jaB#2,,fut,para,
japsyamAna,jaB#1,,fut,atma,
japsyamAna,jaB#2,,fut,atma,
jabDavat,jaB#1,,past,active,
jabDavat,jaB#2,,past,active,
jabDavya,jaB#1,,fut,pass,
jabDavya,jaB#2,,fut,pass,
jabDa,jaB#1,,past,pass,
jabDa,jaB#2,,past,pass,
jaBat,jaB#1,1,pres,para,
jaBat,jaB#2,1,pres,para,
jaBanIya,jaB#1,,fut,pass,
jaBanIya,jaB#2,,fut,pass,
jaBamAna,jaB#1,1,pres,atma,
jaBamAna,jaB#2,1,pres,atma,
jaByamAna,jaB#1,,pres,pass,
jaByamAna,jaB#2,,pres,pass,
jaBya,jaB#1,,fut,pass,
jaBya,jaB#2,,fut,pass,
jamat,jam,1,pres,para,
jamanIya,jam,,fut,pass,
jamamAna,jam,1,pres,atma,
jamyamAna,jam,,pres,pass,
jamya,jam,,fut,pass,
jayat,ji,1,pres,para,
jayanIya,ji,,fut,pass,
jayamAna,ji,1,pres,atma,
jayitavya,ji,,fut,pass,
jayizyat,ji,,fut,para,
jayizyamAna,ji,,fut,atma,
jayya,ji,,fut,pass,
jaraRIya,jF,,fut,pass,
jaraRIya,jF,,fut,pass,caus
jarat,jF,1,pres,para,
jaramAna,jF,1,pres,atma,
jarayat,jF,,pres,para,caus
jarayamAna,jF,,pres,atma,caus
jarayitavya,jF,,fut,pass,caus
jarayizyat,jF,,fut,para,caus
jarayizyamAna,jF,,fut,atma,
jarayizyamAna,jF,,fut,atma,caus
jaritavat,jF,,past,active,caus
jaritavya,jF,,fut,pass,
jarita,jF,,past,pass,caus
jarizyat,jF,,fut,para,
jarizyamAna,jF,,fut,atma,
jarItavya,jF,,fut,pass,
jarIzyat,jF,,fut,para,
jarIzyamAna,jF,,fut,atma,
jarmpsyat,jfmB,,fut,para,
jarmpsyamAna,jfmB,,fut,atma,
jarmbDavya,jfmB,,fut,pass,
jarmBaRIya,jfmB,,fut,pass,
jaryamAna,jF,,pres,pass,caus
jarya,jF,,fut,pass,caus
jalanIya,jal,,fut,pass,
jalayizyat,jal,,fut,para,
jalayizyamAna,jal,,fut,atma,
jalAyat,jal,10,pres,para,
jalAyamAna,jal,10,pres,atma,
jalAyitavya,jal,,fut,pass,
jalgalat,gal,,pres,para,intens
jaltavat,jal,,past,active,
jalta,jal,,past,pass,
jalpat,jalp,1,pres,para,
jalpanIya,jalp,,fut,pass,
jalpamAna,jalp,1,pres,atma,
jalpitavat,jalp,,past,active,
jalpitavya,jalp,,fut,pass,
jalpita,jalp,,past,pass,
jalpizyat,jalp,,fut,para,
jalpizyamAna,jalp,,fut,atma,
jalpyamAna,jalp,,pres,pass,
jalpya,jalp,,fut,pass,
jalyamAna,jal,,pres,pass,
jalya,jal,,fut,pass,
javat,jU,1,pres,para,
javanIya,jU,,fut,pass,
javamAna,jU,1,pres,atma,
javitavya,jU,,fut,pass,
javizyat,jU,,fut,para,
javizyamAna,jU,,fut,atma,
jasanIya,jas,,fut,pass,
jastavat,jas,,past,active,
jastavya,jas,,fut,pass,
jasta,jas,,past,pass,
jasyat,jas,4,pres,para,
jasyamAna,jas,4,pres,atma,
jasyamAna,jas,,pres,pass,
jasya,jas,,fut,pass,
jahaWAna,haW,,perf,atma,
jahaWvAn,haW,,perf,para,
jahat,hA#1,3,pres,para,
jahadAna,had,,perf,atma,
jahadvAn,had,,perf,para,
jahasAna,has,,perf,atma,
jahasvAn,has,,perf,para,
jahAna,hA#2,,perf,atma,
jahitavya,hA#1,,fut,pass,
jahivAn,hA#1,,perf,para,
jahizyat,hA#1,,fut,para,
jahfvAn,hf#1,,perf,para,
jahfzARa,hfz,,perf,atma,
jahfzvAn,hfz,,perf,para,
jahrasAna,hras,,perf,atma,
jahrasvAn,hras,,perf,para,
jahrARa,hf#1,,perf,atma,
jahrARa,hf#2,,perf,atma,
jahrAdAna,hrAd,,perf,atma,
jahrAdvAn,hrAd,,perf,para,
jahlAdAna,hlAd,,perf,atma,
jahlAdvAn,hlAd,,perf,para,
jahvalAna,hval,,perf,atma,
jahvalvAn,hval,,perf,para,
jAgaraRIya,jAgf,,fut,pass,
jAgaraRIya,jAgf,,fut,pass,caus
jAgarayat,jAgf,,pres,para,caus
jAgarayamAna,jAgf,,pres,atma,caus
jAgarayitavya,jAgf,,fut,pass,caus
jAgarayizyat,jAgf,,fut,para,caus
jAgarayizyamAna,jAgf,,fut,atma,
jAgarayizyamAna,jAgf,,fut,atma,caus
jAgaritavat,jAgf,,past,active,
jAgaritavat,jAgf,,past,active,caus
jAgarita,jAgf,,past,pass,
jAgarita,jAgf,,past,pass,caus
jAgarizyat,jAgf,,fut,para,
jAgarizyamAna,jAgf,,fut,atma,
jAgartavya,jAgf,,fut,pass,
jAgaryamAna,jAgf,,pres,pass,
jAgaryamAna,jAgf,,pres,pass,caus
jAgarya,jAgf,,fut,pass,caus
jAgArya,jAgf,,fut,pass,
jAgrat,jAgf,2,pres,para,
jAgrARa,jAgf,2,pres,atma,
jAtavat,jan,,past,active,
jAtavya,jan,,fut,pass,
jAta,jan,,past,pass,
jAnat,jYA#1,9,pres,para,
jAnAna,jYA#1,9,pres,atma,
jApanIya,ji,,fut,pass,caus
jApayat,ji,,pres,para,caus
jApayamAna,ji,,pres,atma,caus
jApayitavya,ji,,fut,pass,caus
jApayizyat,ji,,fut,para,caus
jApayizyamAna,ji,,fut,atma,
jApayizyamAna,ji,,fut,atma,caus
jApitavat,ji,,past,active,caus
jApita,ji,,past,pass,caus
